car_name,variant_name,image,price
Maruti Suzuki Ciaz,1.5L Zeta At Smart Hybrid,,"Rs. 9,98,599"
Maruti Suzuki Ciaz,1.5L Alpha At Smart Hybrid,,"Rs. 10,06,139"
Maruti Suzuki Ciaz,1.5L Alpha,,"Rs. 8,81,916"
Maruti Suzuki Ciaz,1.5L Delta,,"Rs. 11,29,599"
Maruti Suzuki Ciaz,1.5L Zeta,,"Rs. 12,49,599"
Skoda Rapid,1.6 Mpi Ambition,,"Rs. 12,43,599"
Skoda Rapid,1.5 Tdi Cr Active,,"Rs. 13,99,599"
Skoda Rapid,1.6 Mpi Active,,"Rs. 12,73,599"
Skoda Rapid,1.5 Tdi Cr Ambition,,"Rs. 11,15,599"
Skoda Rapid,1.5 Tdi Cr Ambition At,,"Rs. 9,99,599"
Skoda Rapid,1.6 Mpi Style At,,"Rs. 9,75,599"
Skoda Rapid,1.5 Tdi Cr Style At,,"Rs. 10,99,599"
Skoda Rapid,1.5 Tdi Cr Style,,"Rs. 11,58,599"
Skoda Rapid,1.6 Mpi Style,,"Rs. 12,73,599"
Skoda Rapid,1.6 Mpi Ambition At,,"Rs. 9,80,970"
Skoda Rapid,Onyx Mt Petrol,,"Rs. 9,99,990"
Skoda Rapid,Onyx At Petrol,,"Rs. 9,99,990"
Skoda Rapid,Onyx Mt Diesel,,"Rs. 12,32,534"
Skoda Rapid,Onyx At Diesel,,"Rs. 13,94,437"
Fiat Abarth Punto,1.4 T-Jet,,"Rs. 13,77,363"
Hyundai Creta,1.4 Crdi E Plus,,"Rs. 12,87,041"
Hyundai Creta,1.6 Vtvt E Plus,,"Rs. 11,97,919"
Hyundai Creta,1.6 Vtvt Sx,,"Rs. 13,66,797"
Hyundai Creta,1.6 Vtvt Sx (O),,"Rs. 15,43,564"
Hyundai Creta,1.6 Vtvt Sx At,,"Rs. 15,27,395"
Hyundai Creta,1.6 Vtvt Sx Dual Tone,,"Rs. 14,21,208"
Hyundai Creta,1.4 Crdi S,,"Rs. 13,36,033"
Hyundai Creta,1.6 Crdi Sx,,"Rs. 14,22,937"
Hyundai Creta,1.6 Crdi Sx (O),,"Rs. 15,72,064"
Hyundai Creta,1.6 Crdi Sx At,,"Rs. 11,07,167"
Hyundai Creta,1.6 Crdi Sx Dual Tone,,"Rs. 10,92,192"
Hyundai Creta,1.6 Crdi S At,,"Rs. 12,79,983"
Hyundai Creta,1.6 Vtvt Sx (O) Executive,,"Rs. 14,14,247"
Hyundai Creta,1.6 Crdi Sx (O) Executive,,"Rs. 13,45,363"
Hyundai Creta,1.4 Crdi Ex,,"Rs. 14,71,368"
Hyundai Creta,1.6 Vtvt Ex,,"Rs. 15,91,368"
Hyundai Creta,Sports Edition Petrol,,"Rs. 17,21,368"
Hyundai Creta,Sports Edition Diesel,,"Rs. 17,32,231"
Tata Harrier,Revotorq Xe,,"Rs. 17,30,755"
Tata Harrier,Revotorq Xm,,"Rs. 16,54,783"
Tata Harrier,Revotorq Xt,,"Rs. 18,06,813"
Tata Harrier,Revotorq Xz,,"Rs. 19,99,000"
Tata Harrier,Revotorq Xz Dual Tone,,"Rs. 26,93,000"
Tata Harrier,Revotorq Dark Edition,,"Rs. 34,38,000"
Isuzu Dmax V-Cross,Standard,,"Rs. 32,33,000"
Isuzu Dmax V-Cross,High Z,,"Rs. 35,64,000"
Isuzu Dmax V-Cross,Z Prestige,,"Rs. 77,84,944"
Mitsubishi Outlander,2.4L Outlander,,"Rs. 38,64,000"
Mercedes Gla-Class,200 Sport,,"Rs. 80,67,000"
Mercedes Gla-Class,200 D Style,,"Rs. 43,21,237"
Mercedes Gla-Class,200 D Sport,,"Rs. 59,30,000"
Mercedes Gla-Class,45 Amg 4Matic,,"Rs. 66,80,000"
Mercedes Gla-Class,220 D 4Matic,,"Rs. 59,80,000"
Mercedes Gla-Class,45 Aero Edition,,"Rs. 68,90,000"
Honda Accord Hybrid,2.0 At,,"Rs. 74,50,000"
Bmw 5-Series,520D Luxury Line,,"Rs. 64,40,000"
Bmw 5-Series,530D M Sport,,"Rs. 64,40,000"
Bmw 5-Series,530I M Sport,,"Rs. 85,03,000"
Bmw 6-Series,630D Gt Luxury Line,,"Rs. 69,98,000"
Bmw 6-Series,630D Gt M Sport,,"Rs. 2,36,59,454"
Bmw 6-Series,630I Gt Luxury Line,,"Rs. 2,21,55,390"
Bmw 6-Series,620D Gt Luxury Line,,"Rs. 2,65,01,830"
Porsche Macan,S,,"Rs. 2,80,04,965"
Porsche Macan,Base,,"Rs. 90,92,578"
Jaguar F-Type,5.0 Convertible R,,"Rs. 1,01,44,987"
Jaguar F-Type,5.0 Coupe R,,"Rs. 1,04,19,200"
Jaguar F-Type,Svr Coupe,,"Rs. 93,66,433"
Jaguar F-Type,Svr Convertible,,"Rs. 1,54,90,000"
Jaguar F-Type,2.0L Coupe,,"Rs. 2,32,90,000"
Jaguar F-Type,2.0L Convertible,,"Rs. 4,33,67,500"
Jaguar F-Type,2.0 Convertible R Dynamic,,"Rs. 4,79,000"
Jaguar F-Type,2.0 Coupe R Dynamic,,"Rs. 5,26,000"
Bmw M5,Competition,,"Rs. 5,48,000"
Lexus Lx 570,V8,,"Rs. 4,34,000"
Ferrari 458 Spider,V8,,"Rs. 5,13,501"
Maruti Suzuki Wagon R,Vxi,,"Rs. 5,60,500"
Maruti Suzuki Wagon R,Vxi Ags,,"Rs. 5,94,800"
Maruti Suzuki Wagon R,1.2L Zxi,,"Rs. 4,41,000"
Maruti Suzuki Wagon R,Lxi,,"Rs. 4,86,001"
Maruti Suzuki Wagon R,1.2L Vxi,,"Rs. 5,20,500"
Maruti Suzuki Wagon R,1.2L Vxi Ags,,"Rs. 5,67,500"
Maruti Suzuki Wagon R,1.2L Zxi Ags,,"Rs. 5,33,000"
Maruti Suzuki Wagon R,Lxi (O),,"Rs. 5,00,500"
Maruti Suzuki Wagon R,Vxi (O),,"Rs. 5,07,500"
Maruti Suzuki Wagon R,1.2L Vxi (O),,"Rs. 5,94,993"
Maruti Suzuki Wagon R,1.2L Vxi Ags (O),,"Rs. 6,89,993"
Maruti Suzuki Wagon R,Vxi Ags (O),,"Rs. 6,39,993"
Maruti Suzuki Wagon R,Lxi Cng,,"Rs. 7,97,802"
Maruti Suzuki Wagon R,Lxi (O) Cng,,"Rs. 9,05,642"
Tata Tiago Nrg,1.2L Revotron,,"Rs. 9,84,818"
Tata Tiago Nrg,1.05L Revotorq,,"Rs. 8,32,415"
Tata Tiago Nrg,1.2L Revotron Amt,,"Rs. 9,72,359"
Mahindra Nuvosport,N4,,"Rs. 10,48,603"
Mahindra Nuvosport,N6,,"Rs. 9,55,000"
Mahindra Nuvosport,N8,,"Rs. 10,95,000"
Mahindra Nuvosport,N4 +,,"Rs. 11,09,000"
Mahindra Nuvosport,N6 Amt,,"Rs. 12,51,000"
Mahindra Nuvosport,N8 Amt,,"Rs. 13,69,000"
Nissan Kicks,Xl Petrol,,"Rs. 14,65,000"
Nissan Kicks,Xv Petrol,,"Rs. 14,65,000"
Nissan Kicks,Xl Diesel,,"Rs. 9,89,000"
Nissan Kicks,Xv Diesel,,"Rs. 23,71,858"
Nissan Kicks,Xv Premium,,"Rs. 37,88,000"
Nissan Kicks,Xv Premium (O),,"Rs. 60,61,200"
Nissan Kicks,Xv Premium (O) Dual Tone,,"Rs. 1,02,05,494"
Nissan Kicks,Xe Diesel,,"Rs. 96,89,321"
Nissan Kicks,15S,,"Rs. 84,33,741"
Hyundai Kona Electric,Premium,,"Rs. 80,77,550"
Toyota Camry,Hybrid,,"Rs. 88,77,094"
Audi A5,Sportback,,"Rs. 76,93,664"
Land Rover Discovery,3.0 Hse Diesel,,"Rs. 1,08,61,088"
Land Rover,3.0 Se Diesel,,"Rs. 89,37,846"
Land Rover,3.0 Hse Petrol,,"Rs. 1,82,21,000"
Land Rover,3.0 Se Petrol,,"Rs. 1,87,36,000"
Land Rover,3.0 S Diesel,,"Rs. 1,93,71,000"
Land Rover,3.0 S Petrol,,"Rs. 9,50,00,000"
Land Rover,3.0 Hse Luxury Diesel,,"Rs. 7,54,00,000"
Land Rover,3.0 Hse Luxury Petrol,,"Rs. 5,35,562"
Lexus Ls 500H,Luxury,,"Rs. 6,31,292"
Lexus Ls 500H,Ultra Luxury,,"Rs. 6,92,655"
Lexus Ls 500H,Distinct,,"Rs. 7,47,774"
Rolls Royce Phantom,Sedan,,"Rs. 9,40,000"
Rolls Royce Phantom,Ewb,,"Rs. 10,55,000"
Fiat Punto Evo,Dynamic 1.2,,"Rs. 11,74,000"
Fiat Punto Evo,Active Multijet 1.3,,"Rs. 14,18,000"
Fiat Punto Evo,Dynamic Multijet 1.3,,"Rs. 11,75,000"
Fiat Punto Evo,Emotion Multijet 1.3,,"Rs. 10,10,000"
Toyota Yaris,J,,"Rs. 12,94,000"
Toyota Yaris,G,,"Rs. 12,96,000"
Toyota Yaris,V,,"Rs. 11,97,000"
Toyota Yaris,Vx Cvt,,"Rs. 8,76,000"
Toyota Yaris,G Cvt,,"Rs. 9,74,000"
Toyota Yaris,J Cvt,,"Rs. 9,35,000"
Toyota Yaris,V Cvt,,"Rs. 10,83,000"
Toyota Yaris,Vx,,"Rs. 13,17,000"
Toyota Yaris,V (O),,"Rs. 15,99,599"
Toyota Yaris,J (O),,"Rs. 17,99,599"
Toyota Yaris,G (O),,"Rs. 18,99,599"
Toyota Yaris,J (O) Cvt,,"Rs. 20,59,599"
Toyota Yaris,G (O) Cvt,,"Rs. 20,79,599"
Toyota Yaris,V (O) Cvt,,"Rs. 22,99,599"
Skoda Octavia,Ambition 1.4 Tsi,,"Rs. 23,59,599"
Skoda Octavia,Ambition 2.0 Tdi Cr,,"Rs. 23,59,599"
Skoda Octavia,Style 1.4 Tsi,,"Rs. 15,49,000"
Skoda Octavia,Style 1.8 Tsi At,,"Rs. 16,99,000"
Skoda Octavia,Style 2.0 Tdi Cr,,"Rs. 19,99,599"
Skoda Octavia,Style 2.0 Tdi Cr At,,"Rs. 21,99,599"
Skoda Octavia,L & K 1.8 Tsi At,,"Rs. 52,75,000"
Skoda Octavia,L & K 2.0 Tdi Cr At,,"Rs. 57,75,000"
Skoda Octavia,Corporate Edition 1.4 Tsi,,"Rs. 1,31,51,000"
Skoda Octavia,Corporate Edition 2.0 Tdi,,"Rs. 1,97,63,000"
Skoda Octavia,Onyx 1.8 Tsi Dsg,,"Rs. 7,48,370"
Skoda Octavia,Onyx 2.0 Tdi Dsg,,"Rs. 7,72,617"
Mercedes Glc,200 Progressive,,"Rs. 8,45,154"
Mercedes Glc,220D 4Matic Progressive,,"Rs. 29,03,750"
Porsche Cayenne Coupe,Base,,"Rs. 28,35,500"
Porsche Cayenne Coupe,Turbo,,"Rs. 29,53,240"
Mahindra Verito,1.5 D2,,"Rs. 29,92,800"
Mahindra Verito,1.5 D4 Bs-Iv,,"Rs. 29,52,500"
Mahindra Verito,1.5 D6 Bs-Iv,,"Rs. 3,41,67,064"
Mitsubishi Pajero Sport,2.5 Mt,,"Rs. 3,93,82,083"
Mitsubishi Pajero Sport,2.5 At,,"Rs. 9,91,000"
Mitsubishi Pajero Sport,Limited Edition,,"Rs. 10,65,900"
Mitsubishi Pajero Sport,Select Plus Mt,,"Rs. 11,82,000"
Mitsubishi Pajero Sport,Select Plus At,,"Rs. 13,12,000"
Bentley Flying Spur,V8,,"Rs. 11,11,000"
Bentley Flying Spur,W12,,"Rs. 11,91,000"
Honda City,Sv Mt Petrol,,"Rs. 13,02,000"
Honda City,V Mt Petrol,,"Rs. 14,21,000"
Honda City,Vx Mt Petrol,,"Rs. 14,31,000"
Honda City,Vx Cvt Petrol,,"Rs. 12,01,000"
Honda City,Sv Mt Diesel,,"Rs. 68,62,560"
Honda City,V Mt Diesel,,
Honda City,Vx Mt Diesel,,
Honda City,Zx Mt Diesel,,
Honda City,Zx Cvt Petrol,,
Honda City,V Cvt Petrol,,
Mitsubishi Montero,3.2 At,,
Maruti Suzuki Jimny,Zeta,,
Maruti Suzuki Jimny,Alpha,,
Maruti Suzuki Jimny,Zeta AT,,
Maruti Suzuki Jimny,Alpha Dual Tone,,
Maruti Suzuki Jimny,Alpha AT,,
Maruti Suzuki Jimny,Alpha Dual Tone AT,,
Mg Gloster ,Sharp 7 Str 4x2,,
Mg Gloster ,Savvy 6 Str 4x2,,
Mg Gloster ,Savvy 7 Str 4x2,,
Mg Gloster ,Dessert Storm,,
Mg Gloster ,Snow Storm,,
Mg Gloster ,Blackstorm,,
Mg Gloster ,Blackstorm 6 Str 4x2,,
Mg Gloster ,Savvy 7 Str 4x4,,
Mg Gloster ,Savvy 6 Str 4x4,,
Mg Gloster ,Blackstorm 4x4,,
Mg Gloster ,Blackstorm 6 Str 4x4,,
Mg Comet,Executive,,
Mg Comet,Excite,,
Mg Comet,Excite FC,,
Mg Comet,Exculsive,,
Mg Comet,Exculsive FC,,
Mahindra 3XO,MX1,,"Rs. 7,79,000"
Mahindra 3XO,MX2,,"Rs. 9,92,000"
Mahindra 3XO,MX3,,"Rs. 9,74,000"
Mahindra 3XO,MX3 Pro,,"Rs. 9,99,000"
Mahindra 3XO,AX5,,"Rs. 10,99,000"
Mahindra 3XO,AX5 L Turbo,,"Rs. 12,24,000"
Mahindra 3XO,AX7 Turbo,,"Rs. 12,49,000"
Mahindra 3XO,AX7 L Turbo,,"Rs. 13,99,000"
Mahindra 3XO,AX7 L Turbo AT,,"Rs. 15,49,000"
Kia Sonet,HTE ,,"Rs. 8,00,000"
Kia Sonet,HTK,,"Rs. 9,03,000"
Kia Sonet,HTK Plus,,"Rs. 10,12,000"
Kia Sonet,Gravity,,"Rs. 10,50,000"
Kia Sonet,Gravity Turbo iMT,,"Rs. 11,20,000"
Kia Sonet,HTX Turbo iMT,,"Rs. 11,72,000"
Kia Sonet,HTX Turbo DCT,,"Rs. 12,51,000"
Kia Sonet,GTX Turbo DCT,,"Rs. 13,72,000"
Kia Sonet,GTX Plus Turbo DCT,,"Rs. 14,82,000"
Kia Sonet,X-Line Turbo DCT,,"Rs. 14,92,000"
Kia Sonet,X-Line Diesel AT,,"Rs. 15,77,000"
